original_text,processed_text,sentiment,confidence
I’m girl zayne and sylus and all my expectations are met😭😭❤️❤️ thank you for your work ❤️❤️❤️,im girl zayne and sylus and all my expectations are metloudly crying faceloudly crying facered heartred heart thank you for your work red heartred heartred heart,POSITIVE,0.9727728962898254
INFOLD IS COOKING!! I CANT WAIT RAHHHHHHHH,infold is cooking i cant wait rahhhhhhhh,NEGATIVE,0.9805065393447876
Somebody tell me to stop screaming cuz I'M DEFINITELY SCREAMING RN,somebody tell me to stop screaming cuz im definitely screaming rn,NEGATIVE,0.99649578332901
WAIT THIS LOOKS SO CRAZY??!,wait this looks so crazy,NEGATIVE,0.9981070756912231
SERIOUSLY I AM GETTING BROKE STOP COOKING AHAHSFDHAHGSGSBXHJSBXHZJ,seriously i am getting broke stop cooking ahahsfdhahgsgsbxhjsbxhzj,NEGATIVE,0.9995301961898804
"My wallet might ends up empty, but my heart is full

Thanks so much for all the hardwork you’re putting in this game. I felt in love with everything you created here. I send you lot of support from France ❤️",my wallet might ends up empty but my heart is full thanks so much for all the hardwork youre putting in this game i felt in love with everything you created here i send you lot of support from france red heart,POSITIVE,0.9997492432594299
Oh my god they look amazing sylus and zayne🫰🏻❤,oh my god they look amazing sylus and zaynehand with index finger and thumb crossed light skin tonered heart,POSITIVE,0.999650239944458
"excuse me, dr. zayne????
and THANK LORD for the main story update.",excuse me dr zayne and thank lord for the main story update,POSITIVE,0.9984707236289978
LITERALLY said in the Facebook group that we need a story update. Lets goooo!,literally said in the facebook group that we need a story update lets goooo,NEGATIVE,0.998528003692627
Dang we’re in the action thrill genre now 😎💥,dang were in the action thrill genre now smiling face with sunglassescollision,POSITIVE,0.9592146277427673
PEAAAAAAAAAK,peaaaaaaaaak,NEGATIVE,0.9899027347564697
SNOWCROW MAIN STORY UPDATE SNOWCROW MAIN STORY UPDATE!!!!!!!!!!!!!!!!!!!!!!!!!!!,snowcrow main story update snowcrow main story update,POSITIVE,0.8754338026046753
Every single time LADS update us with something new. I HAD TO PAUSE FOR A MOMENT LIKE. EVERY TIME INFOLD MAKES ME SPEECHLESS 😭,every single time lads update us with something new i had to pause for a moment like every time infold makes me speechless loudly crying face,NEGATIVE,0.9923151135444641
Make it into a movie!！🥵,make it into a moviehot face,POSITIVE,0.9983658194541931
"00:02, 00:07-00:12, 00:20-00:32, 00:50-00:57 
DONT MIND ME, IM SIMPING OVER MY MAN❤❤❤",0002 00070012 00200032 00500057 dont mind me im simping over my manred heartred heartred heart,POSITIVE,0.9662757515907288
🤰🏻🤰🏻🤰🏻🤰🏻,pregnant woman light skin tonepregnant woman light skin tonepregnant woman light skin tonepregnant woman light skin tone,NEGATIVE,0.908873975276947
"Jesus, I almost forgot about the main story. 😂",jesus i almost forgot about the main story face with tears of joy,POSITIVE,0.9945858716964722
I have no words this is amazing,i have no words this is amazing,POSITIVE,0.9998739957809448
ZAYNE MARRY MEEEEE,zayne marry meeeee,POSITIVE,0.9981100559234619
THIS LOOKS SO FRICKEN FIRE,this looks so fricken fire,NEGATIVE,0.9982692003250122
This was the best thing to wake up too!!! Finally main story update and we get back to Sylus! Can’t wait!!! 😊,this was the best thing to wake up too finally main story update and we get back to sylus cant wait smiling face with smiling eyes,POSITIVE,0.9910340905189514
"I don't. I'll be proud of the person im gonna be ,after the release",i dont ill be proud of the person im gonna be after the release,NEGATIVE,0.9214020371437073
Sylus in action and Zayne with a gun🛐🛐🛐🛐,sylus in action and zayne with a gunplace of worshipplace of worshipplace of worshipplace of worship,NEGATIVE,0.9791304469108582
YEEEEAAAAAAASSSSS,yeeeeaaaaaaasssss,NEGATIVE,0.9846673011779785
"SYLUS MY BELOVED, PLEASE COME HOME. (As well as your myth so....)",sylus my beloved please come home as well as your myth so,POSITIVE,0.9996731281280518
Zayne in LEATHER mmmmmmmmmmmmmmmmmmm,zayne in leather mmmmmmmmmmmmmmmmmmm,NEGATIVE,0.9653608202934265
Guys I haven’t been able to redownload it and I missed the spring event the one I’ve wanted to do so bad. Now this with my hubby zayne?! Like I deleted everything on my phone and the update is too large. I’m so pissed!,guys i havent been able to redownload it and i missed the spring event the one ive wanted to do so bad now this with my hubby zayne like i deleted everything on my phone and the update is too large im so pissed,NEGATIVE,0.9996957778930664
My Zaddy !! He is so handsome forever ! 🥰🥰🥰🥰❤️❤️❤️❤️❤️,my zaddy he is so handsome forever smiling face with heartssmiling face with heartssmiling face with heartssmiling face with heartsred heartred heartred heartred heartred heart,POSITIVE,0.9997171759605408
My two mains!?!😭 Zayne in a leather jacket!?!!! He has a gun?! Looks like I’m taking PTO Monday…🙂‍↕️,my two mainsloudly crying face zayne in a leather jacket he has a gun looks like im taking pto mondayhead shaking vertically,NEGATIVE,0.9974673986434937
"OMG?? They cooked so hard with this wth, I love that they’re adding more action and more immersive stories instead of fluff",omg they cooked so hard with this wth i love that theyre adding more action and more immersive stories instead of fluff,POSITIVE,0.9958257675170898
🛐🛐🛐,place of worshipplace of worshipplace of worship,POSITIVE,0.9952929615974426
"Dawn breaker Zayne returned back?! 😳 Please don't make it angst this time too- my heart can't handle it anymore!!😣 But, tbh NGL... Zayne holding a gun... Perhaps I'm getting into ""gun play"" with this one.🫣",dawn breaker zayne returned back flushed face please dont make it angst this time too my heart cant handle it anymorepersevering face but tbh ngl zayne holding a gun perhaps im getting into gun play with this oneface with peeking eye,NEGATIVE,0.9931591153144836
"zayne and sylus girlies, we won for this update",zayne and sylus girlies we won for this update,POSITIVE,0.9992432594299316
OMG OMG OMG OMG OMG,omg omg omg omg omg,NEGATIVE,0.9969141483306885
IT LOOKS LIKE AN ACTION MOVIE TRAILER YES LETSGO,it looks like an action movie trailer yes letsgo,NEGATIVE,0.9912290573120117
Is that...the Dawnbreaker?,is thatthe dawnbreaker,POSITIVE,0.568752110004425
CINEMA!,cinema,POSITIVE,0.9972142577171326
YOOO!!!!! OMG the animations are FIRE!!! CANT WAIT!!!!😍😍😍,yooo omg the animations are fire cant waitsmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,POSITIVE,0.6425215005874634
WHY IS ZAYNE HOLDING A GUN HES A HEALER,why is zayne holding a gun hes a healer,NEGATIVE,0.9924783706665039
HUH?! My heart stopped when I saw my two husbands in one trailer *faint*,huh my heart stopped when i saw my two husbands in one trailer faint,NEGATIVE,0.992602527141571
I just can say one sentence: OH MY GOD 😆😆😆😆💕💕💕💕💕💕💕,i just can say one sentence oh my god grinning squinting facegrinning squinting facegrinning squinting facegrinning squinting facetwo heartstwo heartstwo heartstwo heartstwo heartstwo heartstwo hearts,POSITIVE,0.9991403818130493
🫣🫣🫣😱😱oh my god this is real fighters 🫣🫣,face with peeking eyeface with peeking eyeface with peeking eyeface screaming in fearface screaming in fearoh my god this is real fighters face with peeking eyeface with peeking eye,POSITIVE,0.7240811586380005
But when? When?????,but when when,NEGATIVE,0.8769274353981018
Good Lord. Dr Zayne with a gun! And he's helping US aim... he's a dark horse 😁,good lord dr zayne with a gun and hes helping us aim hes a dark horse beaming face with smiling eyes,POSITIVE,0.99972003698349
For a second i thought they were in one frame and they fight against each other 😮,for a second i thought they were in one frame and they fight against each other face with open mouth,NEGATIVE,0.9526837468147278
OMG,omg,NEGATIVE,0.9753731489181519
This is so exciting. Thank you Infold.❤,this is so exciting thank you infoldred heart,POSITIVE,0.9998736381530762
"Oo my godness ,, our two daddy so damn cool ,,, 🫠🫠🫠🫠",oo my godness our two daddy so damn cool melting facemelting facemelting facemelting face,POSITIVE,0.9989977478981018
DADDYYY SYLUSSS IS BACKKKKKKK AAAAAAAAAAAAAA INFOLDDDDDDDDD,daddyyy sylusss is backkkkkkk aaaaaaaaaaaaaa infolddddddddd,NEGATIVE,0.9968915581703186
AT THE SAME DAMN TIME.,at the same damn time,NEGATIVE,0.9884794354438782
Finally Zayne in his villain arc,finally zayne in his villain arc,POSITIVE,0.9968991279602051
"The main story must be super animator and action-packed.🥳🥳🥳 ❤❤❤❤❤❤❤❤❤ . I'm so happy for them. 🥹🥹🥹🥹 To have their main story. But ......🫤.Why They didn't do it for others like Xavier, Caleb, and Rafael. It might be more interesting.🥺🥺🥺",the main story must be super animator and actionpackedpartying facepartying facepartying face red heartred heartred heartred heartred heartred heartred heartred heartred heart im so happy for them face holding back tearsface holding back tearsface holding back tearsface holding back tears to have their main story but face with diagonal mouthwhy they didnt do it for others like xavier caleb and rafael it might be more interestingpleading facepleading facepleading face,POSITIVE,0.5501374006271362
with you? Guaranteed victory WOOOOOOOOOOOOOOOOOOOOOO ~  flying to the moon!!!!!!! gak gak gak *crow flying,with you guaranteed victory woooooooooooooooooooooo flying to the moon gak gak gak crow flying,POSITIVE,0.9985297918319702
MAIN STORY UPDATE?!?! OH MY GOD YES.,main story update oh my god yes,POSITIVE,0.9979358911514282
sylus kinda  ..... poyo hahahahahaahhahahahhahahahahahahhaha lol dont cancel me.,sylus kinda poyo hahahahahaahhahahahhahahahahahahhaha lol dont cancel me,NEGATIVE,0.986237645149231
FUCK YEAAAAAA,fuck yeaaaaaa,NEGATIVE,0.9992522597312927
My jaws dropped!! Zayne in a leather jacket????? Bro! He's giving dark wizard vibe 😮😮😮😮😮❤❤❤❤❤❤❤,my jaws dropped zayne in a leather jacket bro hes giving dark wizard vibe face with open mouthface with open mouthface with open mouthface with open mouthface with open mouthred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.9898476004600525
SYLUS IN MAIN STORY SYLUS IN MAIN STORY❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,sylus in main story sylus in main storyheart on fireheart on fireheart on fireheart on fire,POSITIVE,0.9769585728645325
OMG!!! I'M SCREAMING!! 😱 This look soooooo goooood!!!!!!!!! Finally a main story update with Sylus ❤❤❤❤❤❤❤❤❤,omg im screaming face screaming in fear this look soooooo goooood finally a main story update with sylus red heartred heartred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.8428633809089661
I need Dr. Zayne to fix me cause Dawnbreaker Zayne shot my heart,i need dr zayne to fix me cause dawnbreaker zayne shot my heart,NEGATIVE,0.9911590218544006
FINSLLYYY,finsllyyy,NEGATIVE,0.8669652938842773
At this rate my phone is gonna explode 🥲,at this rate my phone is gonna explode smiling face with tear,NEGATIVE,0.7972205281257629
"Omg I am so excited!!!!!! 


This so so good zayne looks amazing and Sylus is so bad ass I am so happy the story is finally getting an update and a good one at that I’m so excited!!!!",omg i am so excited this so so good zayne looks amazing and sylus is so bad ass i am so happy the story is finally getting an update and a good one at that im so excited,POSITIVE,0.9995261430740356
HEY HEY HEY HOLD TF- ON A MINUTE WHAAAAAAAAT WHAAAAAT OMG OMG YESSSSSSSSS,hey hey hey hold tf on a minute whaaaaaaaat whaaaaat omg omg yesssssssss,NEGATIVE,0.9898942112922668
YOOOO WHAT IN THE ACTION PACKED WORLD IS THIS CUZ THIS IS ABSOLUTELY WILD!!! OMGG I CAN'T WAIT TO SEE WHAT GOES DOWN!!!,yoooo what in the action packed world is this cuz this is absolutely wild omgg i cant wait to see what goes down,NEGATIVE,0.9869371056556702
My snowcrow shippers !!! Leeet’s gooooooo,my snowcrow shippers leeets gooooooo,NEGATIVE,0.9816088080406189
Maine story update ✋😶✋.... Update Finaly 🎉🎉🎉🎉🎉🎉🎉🎉🎉 yeeeeeeeeeeeeeaaaaaaahoooooooooo🎉🎉🎊🎊🎊🎊 i ❤love u doctor Zayne👰,maine story update raised handface without mouthraised hand update finaly party popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popper yeeeeeeeeeeeeeaaaaaaahooooooooooparty popperparty popperconfetti ballconfetti ballconfetti ballconfetti ball i red heartlove u doctor zayneperson with veil,NEGATIVE,0.9955045580863953
Let’s go Zayne look so cool. But why he’s kinda give me those mad doctor vibe with the syringe😁😍Zayne please don’t hurt me ty and please come home😊❤,lets go zayne look so cool but why hes kinda give me those mad doctor vibe with the syringebeaming face with smiling eyessmiling face with hearteyeszayne please dont hurt me ty and please come homesmiling face with smiling eyesred heart,POSITIVE,0.9992365837097168
